v/(nD)	v/(ΩR)	Ct	Cp	Cs	Tc	Pc	η	η*	stalled	v	rpm	Power	Thrust	Torque
3.960	1.261	0.176471	0.929369	4.018440	0.028657	0.038110	75.19	97.03	0.00	337.96	2400	3.2111	7.144	12.776
3.980	1.267	0.175002	0.927067	4.040739	0.028133	0.037446	75.13	97.06	0.00	339.67	2400	3.2031	7.085	12.745
4.000	1.273	0.173529	0.924708	4.063114	0.027618	0.036793	75.06	97.10	0.00	341.38	2400	3.1950	7.025	12.712
4.020	1.280	0.172058	0.922299	4.085561	0.027112	0.036152	74.99	97.13	0.00	343.08	2400	3.1866	6.966	12.679
4.040	1.286	0.170579	0.919830	4.108089	0.026613	0.035523	74.92	97.16	0.00	344.79	2400	3.1781	6.906	12.645
4.060	1.292	0.169098	0.917310	4.130692	0.026123	0.034904	74.84	97.19	0.00	346.50	2400	3.1694	6.846	12.611
4.080	1.299	0.167614	0.914726	4.153383	0.025641	0.034297	74.76	97.22	0.00	348.20	2400	3.1605	6.786	12.575
4.100	1.305	0.166126	0.912095	4.176148	0.025166	0.033700	74.68	97.25	0.00	349.91	2400	3.1514	6.725	12.539
4.120	1.311	0.164635	0.909398	4.199005	0.024698	0.033113	74.59	97.28	0.00	351.62	2400	3.1421	6.665	12.502
4.140	1.318	0.163141	0.906648	4.221945	0.024238	0.032537	74.49	97.31	0.00	353.32	2400	3.1326	6.605	12.464
4.160	1.324	0.161644	0.903832	4.244981	0.023785	0.031970	74.40	97.34	0.00	355.03	2400	3.1228	6.544	12.425
4.180	1.331	0.160143	0.900966	4.268100	0.023340	0.031414	74.30	97.37	0.00	356.74	2400	3.1129	6.483	12.386
4.200	1.337	0.158639	0.898025	4.291327	0.022901	0.030866	74.19	97.40	0.00	358.44	2400	3.1028	6.422	12.346
4.220	1.343	0.157131	0.895034	4.314640	0.022469	0.030328	74.09	97.43	0.00	360.15	2400	3.0924	6.361	12.304
4.240	1.350	0.155619	0.891981	4.338052	0.022043	0.029799	73.97	97.46	0.00	361.86	2400	3.0819	6.300	12.262
4.260	1.356	0.154106	0.888871	4.361560	0.021624	0.029279	73.86	97.49	0.00	363.57	2400	3.0711	6.239	12.220
4.280	1.362	0.152588	0.885712	4.385158	0.021212	0.028767	73.73	97.52	0.00	365.27	2400	3.0602	6.177	12.176
4.300	1.369	0.151069	0.882478	4.408874	0.020805	0.028264	73.61	97.55	0.00	366.98	2400	3.0491	6.116	12.132
4.320	1.375	0.149547	0.879205	4.432674	0.020406	0.027770	73.48	97.58	0.00	368.69	2400	3.0377	6.054	12.087
4.340	1.381	0.148018	0.875860	4.456591	0.020011	0.027284	73.34	97.60	0.00	370.39	2400	3.0262	5.992	12.041
4.360	1.388	0.146489	0.872459	4.480613	0.019623	0.026806	73.21	97.63	0.00	372.10	2400	3.0144	5.931	11.994
4.380	1.394	0.144955	0.869011	4.504733	0.019241	0.026336	73.06	97.66	0.00	373.81	2400	3.0025	5.868	11.947
4.400	1.401	0.143418	0.865490	4.528978	0.018864	0.025873	72.91	97.69	0.00	375.51	2400	2.9904	5.806	11.898
4.420	1.407	0.141877	0.861914	4.553333	0.018493	0.025418	72.76	97.72	0.00	377.22	2400	2.9780	5.744	11.849
4.440	1.413	0.140337	0.858292	4.577791	0.018128	0.024970	72.60	97.75	0.00	378.93	2400	2.9655	5.681	11.799
4.460	1.420	0.138790	0.854598	4.602381	0.017768	0.024530	72.43	97.78	0.00	380.63	2400	2.9527	5.619	11.749
4.480	1.426	0.137240	0.850856	4.627078	0.017413	0.024097	72.26	97.81	0.00	382.34	2400	2.9398	5.556	11.697
4.500	1.432	0.135685	0.847042	4.651912	0.017063	0.023671	72.08	97.83	0.00	384.05	2400	2.9266	5.493	11.645
4.520	1.439	0.134129	0.843164	4.676878	0.016718	0.023251	71.90	97.86	0.00	385.75	2400	2.9132	5.430	11.591
4.540	1.445	0.132569	0.839246	4.701950	0.016378	0.022838	71.71	97.89	0.00	387.46	2400	2.8997	5.367	11.537
4.560	1.451	0.131005	0.835270	4.727151	0.016043	0.022432	71.52	97.92	0.00	389.17	2400	2.8859	5.304	11.483
4.580	1.458	0.129439	0.831220	4.752501	0.015714	0.022032	71.32	97.95	0.00	390.88	2400	2.8720	5.240	11.427
4.600	1.464	0.127873	0.827133	4.777962	0.015389	0.021639	71.11	97.97	0.00	392.58	2400	2.8578	5.177	11.371
4.620	1.471	0.126301	0.822976	4.803575	0.015068	0.021252	70.90	98.00	0.00	394.29	2400	2.8435	5.113	11.314
4.640	1.477	0.124722	0.818749	4.829340	0.014752	0.020871	70.68	98.03	0.00	396.00	2400	2.8289	5.049	11.256
4.660	1.483	0.123140	0.814461	4.855253	0.014440	0.020495	70.46	98.06	0.00	397.70	2400	2.8140	4.985	11.197
4.680	1.490	0.121556	0.810121	4.881304	0.014133	0.020126	70.22	98.09	0.00	399.41	2400	2.7990	4.921	11.137
4.700	1.496	0.119970	0.805717	4.907512	0.013830	0.019762	69.98	98.11	0.00	401.12	2400	2.7838	4.857	11.077
4.720	1.502	0.118382	0.801268	4.933856	0.013531	0.019404	69.73	98.14	0.00	402.82	2400	2.7685	4.793	11.015
4.740	1.509	0.116790	0.796763	4.960352	0.013237	0.019052	69.48	98.17	0.00	404.53	2400	2.7529	4.728	10.953
4.760	1.515	0.115195	0.792192	4.987017	0.012947	0.018705	69.22	98.20	0.00	406.24	2400	2.7371	4.664	10.891
4.780	1.522	0.113595	0.787541	5.013872	0.012660	0.018362	68.95	98.22	0.00	407.94	2400	2.7210	4.599	10.827
4.800	1.528	0.111994	0.782855	5.040863	0.012378	0.018026	68.67	98.25	0.00	409.65	2400	2.7048	4.534	10.762
4.820	1.534	0.110384	0.778106	5.068031	0.012099	0.017694	68.38	98.28	0.00	411.36	2400	2.6884	4.469	10.697
4.840	1.541	0.108774	0.773287	5.095388	0.011824	0.017368	68.08	98.31	0.00	413.06	2400	2.6718	4.404	10.631
4.860	1.547	0.107165	0.768423	5.122904	0.011554	0.017046	67.78	98.33	0.00	414.77	2400	2.6550	4.339	10.564
4.880	1.553	0.105548	0.763484	5.150624	0.011286	0.016729	67.46	98.36	0.00	416.48	2400	2.6379	4.273	10.496
