v/(nD)	v/(ΩR)	Ct	Cp	Cs	Tc	Pc	η	η*	stalled	v	rpm	Power	Thrust	Torque
2.600	0.828	0.161936	0.590420	2.888957	0.061001	0.085542	71.31	96.46	0.00	221.89	2400	2.0400	6.5559	8.1167
2.700	0.859	0.162885	0.609823	2.980732	0.056898	0.078896	72.12	96.54	0.00	230.43	2400	2.1070	6.5943	8.3835
2.800	0.891	0.163226	0.628473	3.072562	0.053017	0.072904	72.72	96.63	0.00	238.96	2400	2.1714	6.6081	8.6399
2.900	0.923	0.162030	0.642714	3.168067	0.049061	0.067106	73.11	96.74	0.00	247.50	2400	2.2206	6.5597	8.8357
3.000	0.955	0.159425	0.652448	3.267473	0.045108	0.061535	73.30	96.86	0.00	256.03	2400	2.2543	6.4542	8.9695
3.100	0.987	0.155732	0.658395	3.370268	0.041266	0.056278	73.33	97.00	0.00	264.57	2400	2.2748	6.3047	9.0512
3.200	1.019	0.151151	0.661021	3.476217	0.037588	0.051370	73.17	97.15	0.00	273.10	2400	2.2839	6.1193	9.0873
3.220	1.025	0.150163	0.661225	3.497728	0.036880	0.050434	73.13	97.17	0.00	274.81	2400	2.2846	6.0793	9.0901
3.240	1.031	0.149172	0.661374	3.519294	0.036186	0.049517	73.08	97.20	0.00	276.51	2400	2.2851	6.0391	9.0922
3.260	1.038	0.148158	0.661424	3.540965	0.035500	0.048615	73.02	97.23	0.00	278.22	2400	2.2853	5.9981	9.0929
3.280	1.044	0.147137	0.661405	3.562708	0.034827	0.047729	72.97	97.26	0.00	279.93	2400	2.2852	5.9568	9.0926
3.300	1.050	0.146109	0.661334	3.584510	0.034166	0.046862	72.91	97.29	0.00	281.64	2400	2.2850	5.9151	9.0916
3.320	1.057	0.145080	0.661219	3.606360	0.033517	0.046012	72.84	97.32	0.00	283.34	2400	2.2846	5.8735	9.0900
3.340	1.063	0.144050	0.661065	3.628254	0.032882	0.045180	72.78	97.35	0.00	285.05	2400	2.2840	5.8318	9.0879
3.360	1.070	0.143020	0.660875	3.650190	0.032260	0.044365	72.71	97.38	0.00	286.76	2400	2.2834	5.7901	9.0853
3.380	1.076	0.141989	0.660638	3.672181	0.031649	0.043567	72.65	97.40	0.00	288.46	2400	2.2826	5.7483	9.0821
3.400	1.082	0.140957	0.660372	3.694207	0.031050	0.042785	72.57	97.43	0.00	290.17	2400	2.2817	5.7066	9.0784
3.420	1.089	0.139924	0.660061	3.716288	0.030464	0.042019	72.50	97.46	0.00	291.88	2400	2.2806	5.6647	9.0741
3.440	1.095	0.138889	0.659711	3.738416	0.029888	0.041269	72.42	97.49	0.00	293.58	2400	2.2794	5.6229	9.0693
3.460	1.101	0.137855	0.659326	3.760591	0.029323	0.040533	72.34	97.51	0.00	295.29	2400	2.2780	5.5810	9.0640
3.480	1.108	0.136819	0.658900	3.782817	0.028769	0.039813	72.26	97.54	0.00	297.00	2400	2.2766	5.5390	9.0582
3.500	1.114	0.135780	0.658440	3.805088	0.028225	0.039107	72.18	97.56	0.00	298.70	2400	2.2750	5.4970	9.0518
3.520	1.120	0.134742	0.657931	3.827424	0.027692	0.038414	72.09	97.59	0.00	300.41	2400	2.2732	5.4549	9.0448
3.540	1.127	0.133702	0.657390	3.849804	0.027169	0.037736	72.00	97.62	0.00	302.12	2400	2.2713	5.4128	9.0374
3.560	1.133	0.132661	0.656805	3.872244	0.026655	0.037070	71.90	97.64	0.00	303.82	2400	2.2693	5.3707	9.0294
3.580	1.140	0.131619	0.656193	3.894724	0.026151	0.036419	71.81	97.67	0.00	305.53	2400	2.2672	5.3285	9.0210
3.600	1.146	0.130575	0.655529	3.917276	0.025656	0.035779	71.71	97.69	0.00	307.24	2400	2.2649	5.2862	9.0118
3.620	1.152	0.129531	0.654826	3.939883	0.025171	0.035151	71.61	97.72	0.00	308.95	2400	2.2625	5.2440	9.0022
3.640	1.159	0.128485	0.654088	3.962545	0.024694	0.034536	71.50	97.74	0.00	310.65	2400	2.2599	5.2016	8.9920
3.660	1.165	0.127438	0.653315	3.985259	0.024226	0.033933	71.39	97.77	0.00	312.36	2400	2.2573	5.1592	8.9814
3.680	1.171	0.126389	0.652496	4.008042	0.023766	0.033341	71.28	97.79	0.00	314.07	2400	2.2544	5.1168	8.9701
3.700	1.178	0.125339	0.651644	4.030878	0.023314	0.032760	71.17	97.82	0.00	315.77	2400	2.2515	5.0743	8.9584
3.720	1.184	0.124287	0.650745	4.053785	0.022871	0.032190	71.05	97.84	0.00	317.48	2400	2.2484	5.0317	8.9461
3.740	1.190	0.123228	0.649802	4.076762	0.022434	0.031631	70.92	97.86	0.00	319.19	2400	2.2451	4.9888	8.9331
3.760	1.197	0.122173	0.648835	4.099784	0.022006	0.031082	70.80	97.89	0.00	320.89	2400	2.2418	4.9461	8.9198
3.780	1.203	0.121116	0.647827	4.122874	0.021585	0.030544	70.67	97.91	0.00	322.60	2400	2.2383	4.9033	8.9059
3.800	1.210	0.120059	0.646773	4.146037	0.021172	0.030015	70.54	97.94	0.00	324.31	2400	2.2347	4.8605	8.8915
3.820	1.216	0.119000	0.645689	4.169257	0.020766	0.029497	70.40	97.96	0.00	326.01	2400	2.2309	4.8176	8.8766
3.840	1.222	0.117940	0.644565	4.192546	0.020367	0.028988	70.26	97.98	0.00	327.72	2400	2.2270	4.7747	8.8611
3.860	1.229	0.116879	0.643403	4.215904	0.019976	0.028488	70.12	98.01	0.00	329.43	2400	2.2230	4.7318	8.8451
3.880	1.235	0.115815	0.642205	4.239327	0.019590	0.027997	69.97	98.03	0.00	331.13	2400	2.2189	4.6887	8.8287
3.900	1.241	0.114751	0.640968	4.262823	0.019212	0.027516	69.82	98.05	0.00	332.84	2400	2.2146	4.6456	8.8117
3.920	1.248	0.113684	0.639682	4.286405	0.018839	0.027042	69.67	98.07	0.00	334.55	2400	2.2102	4.6024	8.7940
3.940	1.254	0.112615	0.638353	4.310068	0.018473	0.026577	69.51	98.10	0.00	336.26	2400	2.2056	4.5592	8.7757
3.960	1.261	0.111545	0.636998	4.333787	0.018113	0.026121	69.34	98.12	0.00	337.96	2400	2.2009	4.5158	8.7571
3.980	1.267	0.110473	0.635611	4.357574	0.017760	0.025673	69.18	98.14	0.00	339.67	2400	2.1961	4.4724	8.7380
4.000	1.273	0.109400	0.634174	4.381455	0.017412	0.025233	69.00	98.16	0.00	341.38	2400	2.1911	4.4290	8.7182
4.020	1.280	0.108325	0.632693	4.405422	0.017069	0.024800	68.83	98.19	0.00	343.08	2400	2.1860	4.3855	8.6979
4.040	1.286	0.107249	0.631176	4.429465	0.016733	0.024375	68.65	98.21	0.00	344.79	2400	2.1808	4.3419	8.6770
4.060	1.292	0.106171	0.629626	4.453583	0.016402	0.023958	68.46	98.23	0.00	346.50	2400	2.1754	4.2983	8.6557
4.080	1.299	0.105092	0.628029	4.477795	0.016076	0.023547	68.27	98.25	0.00	348.20	2400	2.1699	4.2546	8.6338
4.100	1.305	0.104010	0.626408	4.502072	0.015756	0.023144	68.08	98.27	0.00	349.91	2400	2.1643	4.2108	8.6115
4.120	1.311	0.102929	0.624729	4.526462	0.015441	0.022748	67.88	98.29	0.00	351.62	2400	2.1585	4.1670	8.5884
4.140	1.318	0.101843	0.623015	4.550935	0.015131	0.022358	67.68	98.32	0.00	353.32	2400	2.1526	4.1230	8.5648
4.160	1.324	0.100758	0.621261	4.575499	0.014826	0.021975	67.47	98.34	0.00	355.03	2400	2.1465	4.0791	8.5407
4.180	1.331	0.099669	0.619471	4.600151	0.014526	0.021599	67.25	98.36	0.00	356.74	2400	2.1403	4.0350	8.5161
4.200	1.337	0.098578	0.617650	4.624883	0.014231	0.021229	67.03	98.38	0.00	358.44	2400	2.1340	3.9909	8.4911
4.220	1.343	0.097487	0.615780	4.649726	0.013940	0.020865	66.81	98.40	0.00	360.15	2400	2.1276	3.9467	8.4654
4.240	1.350	0.096395	0.613872	4.674663	0.013654	0.020508	66.58	98.42	0.00	361.86	2400	2.1210	3.9025	8.4391
4.260	1.356	0.095300	0.611911	4.699720	0.013373	0.020156	66.35	98.44	0.00	363.57	2400	2.1142	3.8582	8.4122
4.280	1.362	0.094203	0.609921	4.724862	0.013095	0.019810	66.10	98.46	0.00	365.27	2400	2.1073	3.8137	8.3848
4.300	1.369	0.093104	0.607890	4.750108	0.012822	0.019470	65.86	98.48	0.00	366.98	2400	2.1003	3.7693	8.3569
4.320	1.375	0.092007	0.605828	4.775445	0.012554	0.019135	65.61	98.50	0.00	368.69	2400	2.0932	3.7248	8.3286
4.340	1.381	0.090907	0.603725	4.800891	0.012290	0.018807	65.35	98.53	0.00	370.39	2400	2.0859	3.6803	8.2997
4.360	1.388	0.089801	0.601570	4.826467	0.012030	0.018483	65.09	98.55	0.00	372.10	2400	2.0785	3.6356	8.2700
4.380	1.394	0.088695	0.599389	4.852130	0.011773	0.018165	64.81	98.57	0.00	373.81	2400	2.0709	3.5908	8.2400
4.400	1.401	0.087586	0.597152	4.877932	0.011520	0.017851	64.54	98.59	0.00	375.51	2400	2.0632	3.5459	8.2093
4.420	1.407	0.086479	0.594884	4.903834	0.011272	0.017543	64.25	98.61	0.00	377.22	2400	2.0554	3.5011	8.1781
4.440	1.413	0.085372	0.592573	4.929861	0.011028	0.017240	63.97	98.63	0.00	378.93	2400	2.0474	3.4562	8.1463
4.460	1.420	0.084259	0.590217	4.956013	0.010787	0.016941	63.67	98.65	0.00	380.63	2400	2.0393	3.4112	8.1140
4.480	1.426	0.083145	0.587837	4.982263	0.010549	0.016648	63.37	98.67	0.00	382.34	2400	2.0310	3.3661	8.0812
4.500	1.432	0.082029	0.585403	5.008660	0.010315	0.016359	63.06	98.69	0.00	384.05	2400	2.0226	3.3209	8.0478
4.520	1.439	0.080911	0.582926	5.035189	0.010085	0.016075	62.74	98.71	0.00	385.75	2400	2.0141	3.2757	8.0137
4.540	1.445	0.079793	0.580400	5.061863	0.009858	0.015794	62.42	98.73	0.00	387.46	2400	2.0053	3.2304	7.9790
4.560	1.451	0.078672	0.577857	5.088628	0.009635	0.015519	62.08	98.75	0.00	389.17	2400	1.9966	3.1850	7.9440
